ID1	ID2	Symbols	Sites	Effect
TSC2_pT1462_RS00275572	TSC2pT1462	TSC2	T1462	i
TTF1.R.V_GBL1033830	TTF1	TTF1		c
TTF1.R.V_GBL1113281	TTF1	TTF1		c
TTF1.wR.V_GBL1115123	TTF1	TTF1		c
TU.30_GBL9008543	TU30	TUBG1		c
Tuberin.R.V_GBL1033729	Tuberin	TSC2		c
Tuberin.R.V_GBL1113220	Tuberin	TSC2		c
Tuberin.R.V_GBL1114906	Tuberin	TSC2		c
Tuberin.R.C_GBL.9012857	Tuberin	TSC2		c
Tuberin_pT1462.R.V_GBL1033730	TuberinpT1462	TSC2	T1462	i
Tuberin_pT1462.R.V_GBL1113221	TuberinpT1462	TSC2	T1462	i
Tuberin_pT1462.wR.V_GBL1115111	TuberinpT1462	TSC2	T1462	i
TWIST.M.C_GBL1033888	TWIST	TWIST1		c
TWIST.M.C_GBL1113402	TWIST	TWIST1		c
TWIST.wM.C_GBL1115139	TWIST	TWIST1		c
Tyro3.R.V_GBL1033829	Tyro3	TYRO3		c
Tyro3.R.V_GBL1113280	Tyro3	TYRO3		c
Tyro3.R.V_GBL1114951	Tyro3	TYRO3		c
UBAC1.R.V_GBL1033872	UBAC1	UBAC1		c
UBAC1.R.V_GBL1113333	UBAC1	UBAC1		c
UBAC1.R.V_GBL1114989	UBAC1	UBAC1		c
UGT1A.M.V_GBL1033950	UGT1A	UGT1A		c
UGT1A.M.V_GBL1113401	UGT1A	UGT1A		c
UGT1A.M.V_GBL1115087	UGT1A	UGT1A		c
UQCRC2.M.C_GBL1033949	UQCRC2	UQCRC2		c
UQCRC2.M.C_GBL1113398	UQCRC2	UQCRC2		c
UQCRC2.M.C_GBL1115084	UQCRC2	UQCRC2		c
VASP.R.C_GBL9026294	VASP	VASP		c
VASP_RS00273410	VASP	VASP		c
VASP_RS00275701	VASP	VASP		c
VASP(C)_GBL9008398	VASP	VASP		c
VEGFR2.R.V_GBL9026347	VEGFR2	KDR		c
VEGFR 2	VEGFR2	KDR		c
VEGFR.2.R.V_GBL1033731	VEGFR2	KDR		c
VEGFR.2.R.V_GBL1113222	VEGFR2	KDR		c
VEGFR.2.R.V_GBL1114907	VEGFR2	KDR		c
VEGFR2_RS00273593	VEGFR2	KDR		c
VEGFR2_RS00273720	VEGFR2	KDR		c
VEGFR2_RS00276011	VEGFR2	KDR		c
VEGFR2.R.V_GBL.9012859	VEGFR2	KDR		c
VEGFR 2 (phospho.Tyr1059)	VEGFR2_pY1059	KDR	Y1059	a
VEGFR (phospho.Tyr951)	VEGFR2_pY951	KDR	Y951	a
Vimentin.M.C_GBL1115245	Vimentin	VIM		c
X14.3.3.epsilon.M.C_GBL.9014289	X1433epsilon	YWHAE		c
X4E.BP1.R.V_GBL.9013800	XX4EBP1	EIFX4EBP1		c
X4E.BP1_pS65.R.V_GBL.9013801	XX4EBP1pS65	EIFX4EBP1	S65	i
X4EBP1_pT37.R.V_GBL.9013802	XX4EBP1pT37	EIFX4EBP1	T37	i
X4EBP1_pT70.R_GBL.9013803	XX4EBP1pT70	EIFX4EBP1	T70	i
X53BP1.R.C_GBL.9013804	XX53BP1	TPX53BP1		c
XBP1.G.C_GBL1115183	XBP1	EIFX4EBP1		c
XIAP.R.C_GBL9026296	XIAP	XIAP		c
XIAP_RS00272761	XIAP	XIAP		c
XIAP_RS00273575	XIAP	XIAP		c
XIAP_RS00275858	XIAP	XIAP		c
XIAP.R.C_GBL1114908	XIAP	XIAP		c
XIAP.R.C_GBL.9012860	XIAP	XIAP		c
XIAP(C)_GBL9008517	XIAP	XIAP		c
XPA.M.V_GBL1115090	XPA	XPA		c
XPF.M.C_GBL1115172	XPF	ERCC4		c
XRCC1.R.C_GBL9026297	XRCC1	XRCC1		c
XRCC1_GBL9008409	XRCC1	XRCC1		c
XRCC1_RS00275801	XRCC1	XRCC1		c
XRCC1.R.C_GBL1033781	XRCC1	XRCC1		c
XRCC1.R.C_GBL1113258	XRCC1	XRCC1		c
XRCC1.wR.C_GBL1115118	XRCC1	XRCC1		c
XRCC1.R.C_GBL.9012861	XRCC1	XRCC1		c
YAP_RS00273602	YAP	YAP1		c
YAP_RS00275694	YAP	YAP1		c
YAP.R.E_GBL1033881	YAP	YAP1		c
YAP.R.E_GBL1113341	YAP	YAP1		c
YAP.R.E_GBL1115020	YAP	YAP1		c
YAP.R.V_GBL.9012862	YAP	YAP1		c
YAP.R.V_GBL9026298	YAP1	YAP1		c
YAP_pS127.R.C_GBL9026299	YAP1pS127	YAP1	S127	a
YAP_pS127.R.E_GBL1033742	YAPpS127	YAP1	S127	a
YAP_pS127.R.E_GBL1113233	YAPpS127	YAP1	S127	a
YAP_pS127.R.E_GBL1114919	YAPpS127	YAP1	S127	a
YAP_pS127.R.C_GBL.9012863	YAPpS127	YAP1	S127	a
YB.1.R.V_GBL9026332	YB1	YBX1		c
YB.1.R.V_GBL.9012864	YB1	YBX1		c
YB1.R.V_GBL1033732	YB1	YBX1		c
YB1.R.V_GBL1113223	YB1	YBX1		c
YB1.R.V_GBL1114909	YB1	YBX1		c
YB1P_pS102_GBL9008402	YB1PpS102	YBX1	S102	a
YB.1_pS102.R.V_GBL9026333	YB1pS102	YBX1	S102	a
YB.1_pS102.R.V_GBL.9012876	YB1pS102	YBX1	S102	a
YB1_pS102.R.V_GBL1033771	YB1pS102	YBX1	S102	a
YB1_pS102.R.V_GBL1113248	YB1pS102	YBX1	S102	a
YB1_pS102.R.V_GBL1114925	YB1pS102	YBX1	S102	a
YBI_GBL9008318	YBI	YBX1		c
ZNF342_GBL9008384	ZNF342	ZNF296 		c
