X14.3.3_epsilon.M.C_GBL9026348 X4E.BP1.R.V_GBL9026169 X4E.BP1_pS65.R.V_GBL9026170 X53BP1.R.C_GBL9026171 ACC_pS79.R.V_GBL9026172 ACC1.R.C_GBL9026173 AIB1.M.V_GBL9026302 Akt.R.V_GBL9026174 Akt_pS473.R.V_GBL9026175 Akt_pT308.R.V_GBL9026176 alpha.Catenin.M.V_GBL9026304 AMPK_alpha.R.C_GBL9026177 AMPK_pT172.R.V_GBL9026178 Annexin_I.R.V_GBL9026179 AR.R.V_GBL9026335 Bad_pS112.R.V_GBL9026336 Bak.R.C_GBL9026182 Bax.R.V_GBL9026183 Bcl.2.M.V_GBL9026303 Bcl.X.R.C_GBL9026338 Bcl.xL.R.V_GBL9026339 Beclin.G.V_GBL9026330 beta.Catenin.R.V_GBL9026194 Bid.R.C_GBL9026340 Bim.R.V_GBL9026351 c.Jun_pS73.R.C_GBL9026231 c.Kit.R.V_GBL9026344 c.Met.M.C_GBL9026314 c.Met_pY1235.R.C_GBL9026236 c.Myc.R.C_GBL9026241 C.Raf.R.V_GBL9026278 C.Raf_pS338.R.C_GBL9026279 Caspase.3_active.R.C_GBL9026352 Caspase.7_cleavedD198.R.C_GBL9026353 Caspase.9_cleavedD330.R.C_GBL9026193 Caveolin.1.R.V_GBL9026195 CD31.M.V_GBL9026349 CDK1.R.V_GBL9026196 Chk1.R.C_GBL9026197 Chk1_pS345.R.C_GBL9026198 Chk2.M.C_GBL9026306 Chk2_pT68.R.C_GBL9026199 cIAP.R.V_GBL9026200 Claudin.7.R.V_GBL9026201 Collagen_VI.R.V_GBL9026202 COX.2.R.C_GBL9026203 Cyclin_B1.R.V_GBL9026204 Cyclin_D1.R.V_GBL9026205 Cyclin_E1.M.V_GBL9026308 DJ.1.R.C_GBL9026206 Dvl3.R.V_GBL9026207 E.Cadherin.R.V_GBL9026188 eEF2.R.V_GBL9026208 eEF2K.R.V_GBL9026209 EGFR.R.C_GBL9026210 EGFR.CST2232..R.C_GBL9026334 EGFR_pY1068.R.V_GBL9026211 EGFR_pY1173.R.C_GBL9026212 EGFR_pY992.R.V_GBL9026213 eIF4E.R.V_GBL9026214 ER.alpha.R.V_GBL9026215 ER.alpha_pS118.R.V_GBL9026217 ERCC1.M.C_GBL9026309 FAK.R.C_GBL9026218 Fibronectin.R.C_GBL9026216 FOXO3a.R.C_GBL9026219 FOXO3a_pS318_S321.R.C_GBL9026220 GATA3.M.V_GBL9026310 GSK3.alpha.beta.M.V_GBL9026312 GSK3.alpha.beta_pS21_S9.R.V_GBL9026222 GSK3_pS9.R.V_GBL9026221 HER2.M.V_GBL9026313 HER2_pY1248.R.V_GBL9026223 HER3.R.V_GBL9026224 HER3_pY1298.R.C_GBL9026225 IGF.1R.beta.R.C_GBL9026226 IGFBP2.R.V_GBL9026227 INPP4B.G.C_GBL9026331 IRS1.R.V_GBL9026228 JNK_pT183_pT185.R.V_GBL9026343 JNK2.R.C_GBL9026230 K.Ras.M.C_GBL9026322 MAPK_pT202_Y204.R.V_GBL9026233 MEK1.R.V_GBL9026234 MEK1_pS217_S221.R.V_GBL9026345 MIG.6.M.V_GBL9026315 Mre11.R.C_GBL9026237 MSH2.M.C_GBL9026316 MSH6.R.C_GBL9026238 mTOR.R.V_GBL9026239 mTOR_.pS2448.R.C_GBL9026240 N.Cadherin.R.V_GBL9026341 NF.kB.p65_pS536.R.C_GBL9026242 NF2.R.C_GBL9026243 Notch1.R.V_GBL9026244 Notch3.R.C_GBL9026246 P.Cadherin.R.C_GBL9026342 p21.R.C_GBL9026247 p27.R.V_GBL9026248 p27_pT157.R.C_GBL9026249 p27_pT198.R.V_GBL9026250 p38_MAPK.R.C_GBL9026251 p38_pT180_Y182.R.V_GBL9026252 p53.R.V_GBL9026346 p70S6K.R.V_GBL9026254 p70S6K_pT389.R.V_GBL9026255 p90RSK_pT359_S363.R.C_GBL9026256 PARP_cleaved.M.C_GBL9026317 Paxillin.R.V_GBL9026257 PCNA.M.V_GBL9026318 PDK1_pS241.R.V_GBL9026258 PI3K.p110.alpha.R.C_GBL9026269 PI3K.p85.R.V_GBL9026270 PKC.alpha.M.V_GBL9026319 PKC.alpha_pS657.R.V_GBL9026271 PR.R.V_GBL9026272 PRAS40_pT246.R.V_GBL9026273 PTCH.R.C_GBL9026274 PTEN.R.V_GBL9026275 Rab11.R.V_GBL9026276 Rab25.R.C_GBL9026277 Rad50.M.C_GBL9026320 Rad51.M.C_GBL9026321 Rb.M.V_GBL9026323 Rb_pS807_S811.R.V_GBL9026280 S6_pS235_S236.R.V_GBL9026281 S6_pS240_S244.R.V_GBL9026282 Smac.M.V_GBL9026324 Smad1.R.V_GBL9026283 Smad3.R.V_GBL9026284 Smad4.M.V_GBL9026325 Snail.M.C_GBL9026326 Src.M.V_GBL9026327 Src_pY416.R.C_GBL9026285 Src_pY527.R.V_GBL9026286 STAT3_pY705.R.V_GBL9026287 STAT5.alpha.R.V_GBL9026288 Stathmin.R.V_GBL9026289 Syk.M.V_GBL9026328 Tau.M.C_GBL9026329 TAZ_pS89.R.C_GBL9026290 TFF1.R.V_GBL9026291 TIGAR.R.V_GBL9026292 Tuberin.R.C_GBL9026293 VASP.R.C_GBL9026294 VEGFR2.R.V_GBL9026347 XIAP.R.C_GBL9026296 XRCC1.R.C_GBL9026297 YAP.R.V_GBL9026298 YAP_pS127.R.C_GBL9026299 YB.1.R.V_GBL9026332 YB.1_pS102.R.V_GBL9026333
p38_pT180_Y182.R.V_GBL9026252 Inf Inf Inf Inf Inf Inf 1 1 1 1 Inf Inf Inf Inf 1 1 Inf Inf 1 1 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 1 1 1 1 Inf Inf Inf 1 1 Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf 1 1 Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf
p53.R.V_GBL9026346 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf 1 Inf Inf Inf 1 1 Inf Inf Inf Inf 1 Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf 1 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf 1 1 Inf Inf Inf 1 Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf
p70S6K.R.V_GBL9026254 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf 1 1 Inf 1 Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
p70S6K_pT389.R.V_GBL9026255 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf 1 1 Inf 1 Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
p90RSK_pT359_S363.R.C_GBL9026256 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf 1 1
PARP_cleaved.M.C_GBL9026317 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Paxillin.R.V_GBL9026257 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PCNA.M.V_GBL9026318 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PDK1_pS241.R.V_GBL9026258 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PI3K.p110.alpha.R.C_GBL9026269 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf 1 Inf 1 Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PI3K.p85.R.V_GBL9026270 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf 1 Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PKC.alpha.M.V_GBL9026319 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf 1 1 Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf
PKC.alpha_pS657.R.V_GBL9026271 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf 1 1 Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf 1 Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf
PR.R.V_GBL9026272 Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PRAS40_pT246.R.V_GBL9026273 Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PTCH.R.C_GBL9026274 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
PTEN.R.V_GBL9026275 Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Rab11.R.V_GBL9026276 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Rab25.R.C_GBL9026277 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Rad50.M.C_GBL9026320 Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Rad51.M.C_GBL9026321 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Rb.M.V_GBL9026323 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
Rb_pS807_S811.R.V_GBL9026280 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 1 1 Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf 1 Inf 1 Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf Inf
